,CY_RG5,CY_RG6,CY_RG7,CY_RG8,CY_RG9,LRE_RG1,LRE_RG2,LRE_RG3,LRE_RG4,LRE_RG5
TRINITY_DN23531_c3_g36,12,1,0,0,0,17,40,113,44,0
TRINITY_DN10756_c0_g2,9,39,7,14,3,11,2,5,11,15
TRINITY_DN23720_c4_g7,21,10.08,23,2,8.17,22,3,0,0,22.54
TRINITY_DN12335_c0_g1,2,18,5,21,9,4,11,3,50,17
TRINITY_DN23719_c3_g21,16,14,12,10,2,10,8,5,1,6
TRINITY_DN21769_c2_g4,13,15,10.73,7,8.56,10.2,4,0,7.63,13
TRINITY_DN13127_c1_g1,14,22,1,1,8,21,18,3,23,1
TRINITY_DN22999_c1_g23,16,1,0,4,6,30,85,10,20,9
TRINITY_DN21408_c3_g1,0,0,13.26,47.69,5.98,0,29.02,0,37.92,29.63
TRINITY_DN11973_c0_g1,7,6,5,7,6,10,29,27,21,12
TRINITY_DN23442_c3_g6,30,27,4,7,7,45,12.01,0,9,13
TRINITY_DN18286_c1_g1,8,32,14,17,25,16,0,0,4,0
TRINITY_DN22493_c0_g1,6,10,2,8,2,10,10,10,13,3
TRINITY_DN23287_c1_g2,19,30,10,9,8,22,8,7,2,23
TRINITY_DN20736_c7_g7,6,4,10,1,4,11,3,10,10,11
TRINITY_DN23601_c2_g51,14,13,8,6,4,17,9,13,14,8
TRINITY_DN23795_c15_g56,26,12,8.83,5.83,5,18,40,6,131,6
TRINITY_DN23427_c0_g5,11,27,13,8,7,17,9,0,12,7
TRINITY_DN1961_c0_g1,7,11,5,16,3,7,11,1,73,12
TRINITY_DN13743_c0_g1,9.78,0,5.83,5.14,1.33,9.59,6.43,25,19,12.6
TRINITY_DN22252_c1_g2,120,9,6,234,25,141,0,0,0,216
TRINITY_DN11873_c0_g2,9.68,11.33,11.54,14.85,5,0,16.74,3.99,7.68,8.77
TRINITY_DN12208_c0_g3,12,20,4.66,5.93,9,13.13,6,0,9.16,13.96
TRINITY_DN22998_c0_g5,18,28,6,11,3,16,1,0,16,8
TRINITY_DN21314_c0_g2,11,26,15,1,7,7,18,5,12.62,0
TRINITY_DN23403_c2_g75,12,52,7,14,69,20,2,1,9,5
TRINITY_DN21378_c2_g1,4,33,25,12,2,11,6,5,17,9
TRINITY_DN18820_c0_g2,16,1,7,6,21,18,19,4,19,3
TRINITY_DN23336_c2_g9,7,0,21,14,10,6,0,12,17,2
TRINITY_DN17617_c0_g1,15,12,2,8,10,16,10,0,0,4
TRINITY_DN21888_c1_g1,14,9,20,7,5,11,17,0,14,2
TRINITY_DN18508_c0_g1,17,8,6,10,6,10,4,1,12,13
TRINITY_DN23263_c3_g1,29,0,40,0,0,60,96,361,0,0
TRINITY_DN23154_c0_g13,46,13,2,3,12,47,7,2,4,11
TRINITY_DN23778_c10_g13,13,8,12,18,5,13,9,0,5,23
TRINITY_DN7237_c0_g1,11.4,13,1.22,11.2,2.89,12.09,8,0,15.5,9
TRINITY_DN18255_c0_g1,12,19,9,11,8,9,11,8,9,17
TRINITY_DN14469_c0_g1,7.56,17,15,6.46,12,13,7,0,14,9
TRINITY_DN22989_c3_g1,8,4,1,7,6,13,12,11,14,15
TRINITY_DN17437_c0_g1,16,15,3,3,7,22,15,2,73,9
TRINITY_DN23056_c1_g1,18,11,8,5,4,8,6,45,25,13
TRINITY_DN18322_c0_g1,11,17,8,11,11,16,4,4,3,9
TRINITY_DN20988_c0_g2,12,3,6,8,12,11,11,0,22,9
TRINITY_DN12148_c0_g1,9,6,18,16,7,13,13,0,13,5
TRINITY_DN8197_c0_g3,6.2,19.87,6.13,13.78,10.51,19.29,10.02,5.46,2.61,5.44
TRINITY_DN15957_c0_g1,14,7,9,5,3,15,11,7,12,14
TRINITY_DN22109_c0_g261,15.8,19.59,11,6.04,4,13.47,0,10.12,8.95,9
TRINITY_DN11660_c0_g1,10,20,9,7,8,14,11,5,19,5
TRINITY_DN23634_c1_g4,15,18,1,7,5,35,25,0,23,8
TRINITY_DN21778_c4_g9,9.75,6,5,18,11,11,0,12,0,0
TRINITY_DN8646_c0_g1,35.74,2.73,11.93,12.97,0,30.01,3.52,0,16.98,0
TRINITY_DN14313_c0_g1,4,9,19,20,5,9,24,25,18,6
TRINITY_DN23481_c2_g18,104.43,7.78,2.18,266.16,57.65,124.41,0,0,302.34,0
TRINITY_DN23760_c11_g2,12.3,16.16,4,12,6,15.39,2,0,3,12.42
TRINITY_DN18863_c0_g1,11,31,1,8,2,13,13,0,26,7
TRINITY_DN17035_c0_g1,48,12,5,2,6,47,15,1,9,27
TRINITY_DN22880_c0_g4,16,37.9,34.82,0,2,17.59,0,16,3,0
TRINITY_DN16523_c0_g1,6,38,7,8,8,17,12,9,18,10
TRINITY_DN21998_c3_g5,0,46,22,0,10,0,0,14,15,8
TRINITY_DN13416_c0_g1,18,34,12,8,6,32,25,1,7,6
TRINITY_DN23375_c2_g1,12,13,6,15,5,14,6,13,6,6
TRINITY_DN21348_c2_g11,4.9,24.8,3,1.76,2,10.64,12,61.79,17.48,1.77
TRINITY_DN22791_c0_g4,8,33,7,6,8,11,10,0,48,16
TRINITY_DN11365_c0_g1,27,16,13,7,10,37,6,2,6,7
TRINITY_DN15607_c1_g3,14.35,67.12,74.86,15.2,21.52,0,0,0,0,0
TRINITY_DN18140_c0_g2,12.99,10,18,20,6,13,5,0,1,0
TRINITY_DN18082_c0_g1,13.59,0,0,29.34,0,22.72,51.41,375.04,2.62,1.12
TRINITY_DN22249_c3_g2,12.78,14,10,8,7,7,12,1,16,4
TRINITY_DN14815_c0_g1,7,12,3,2,1,10,7,23,30,10
TRINITY_DN23240_c0_g7,9.03,64.45,19.06,6.08,6.4,7.9,5,32.88,21.31,3.84
TRINITY_DN17113_c1_g11,8.19,12,25,10,16,9,5,4,11,5
TRINITY_DN13550_c0_g1,24,19,9,7,6,31,8,5,34,23
TRINITY_DN22792_c2_g3,8,17,6,8,6,11,13,11,26,9
TRINITY_DN23193_c0_g26,5,8,1,16,7,8,38,11,16,13
TRINITY_DN18404_c0_g1,4,15,3,15,7,7,14,26,10,0
TRINITY_DN61291_c0_g1,10,8,7,8,2,17,16,344,13,8
TRINITY_DN20427_c0_g29,37,0,0,0,0,38,164,0,189,97
TRINITY_DN22494_c3_g3,6,15,14,12,0,3,29,3,28.25,7.26
TRINITY_DN19938_c0_g1,7,177,11,35,2,7,14,4,97,0
TRINITY_DN18869_c0_g5,4,14,6,9,20,21,9,12,16,6
TRINITY_DN20904_c1_g1,11,21,7,6,2,23,5,7,25,16
TRINITY_DN17507_c0_g1,15,13,6,5,4,20,5,0,35,10
TRINITY_DN11295_c0_g1,0,11.65,0,18.65,5.78,18.61,0,0,16.62,13.88
TRINITY_DN23512_c1_g186,5.85,9.69,9.62,9.88,0,12.17,2.01,12.34,2.55,5.24
TRINITY_DN23555_c4_g37,11.84,1,0,5,12.7,12,9,0,23,15
TRINITY_DN18995_c0_g5,17,29.2,10.18,7,2.42,18,6,4,20.27,2
TRINITY_DN21800_c7_g5,12,16,1,11,8,16,1,1,5,11
TRINITY_DN11386_c0_g1,16,17,5,13,5,20,5,5,31,7
TRINITY_DN22516_c1_g45,10,7,7,7,1,23,11,1,10,15
TRINITY_DN21808_c10_g9,27,0,16,7,0,20,0,22,25.38,8
TRINITY_DN14090_c0_g1,11,14,20,14,4,6,9,0,10,4
TRINITY_DN23773_c4_g23,9,14,9,33.65,10.75,11,6,0,4,19
TRINITY_DN19247_c0_g2,8,7,19,14,9,11,18,8,12,9
TRINITY_DN17811_c2_g2,13,9,5,7,2,30,38,14,22,6
TRINITY_DN15446_c0_g1,12,30,8,24,5,9,10,0,62,5
TRINITY_DN21705_c5_g2,21,0,26,2,0,18,3,68,52,1
TRINITY_DN14881_c0_g1,13.65,4.49,4.44,9.46,2.26,20.47,23.38,26.46,7.82,6.98
TRINITY_DN19079_c0_g5,19.05,12.16,13.1,11.17,6.05,17.13,0,0,8.04,3.02
TRINITY_DN13924_c0_g3,10,20,7,5,6,15,8,35,15,7.5
TRINITY_DN3045_c0_g1,4,5,15,7,9,10,11,20,11,5
TRINITY_DN23465_c15_g1,14.75,22,7.56,0,0,15.71,15.17,0,5.37,12
TRINITY_DN13516_c0_g3,20.6,16.57,6,12.6,2.45,13.98,7.06,3.68,14.71,8.08
TRINITY_DN7957_c0_g2,9.41,20.37,0,138.99,54,8.99,12.01,0,9,0
TRINITY_DN7943_c0_g1,18,18,7,14,0,25,11,0,7,7
TRINITY_DN21881_c4_g15,12,8,4,15,6,12,4,0,37,15
TRINITY_DN15239_c0_g2,16,8,5,6,3,24,12,11,22,8
TRINITY_DN14769_c0_g1,13,14,3,1,2,9,13,24,22,5
TRINITY_DN11745_c0_g1,13.93,15.85,4.25,4,11.71,12.03,3.48,0,15.64,4.94
TRINITY_DN9524_c0_g3,58.81,40.23,11.04,52.86,0,67.05,0,0,0,0
TRINITY_DN23754_c1_g11,9,27,29,1,8,9,36,101,16,4
TRINITY_DN15829_c0_g1,8,7,4,3,5,11,22,94,12,13
TRINITY_DN23594_c4_g12,10,2,2,7,2,13,18,136,13,5
TRINITY_DN18092_c0_g2,23,8,5,7,7,26,4,35,17,16
TRINITY_DN22295_c0_g6,29,7,7,45,33.48,41,8,0,1,12
TRINITY_DN15375_c0_g1,15,24,9,7,5,16,4,6,18,11
TRINITY_DN18936_c0_g1,14,6.67,7.89,6.06,9,19,22.42,108,24,9
TRINITY_DN22526_c1_g1,14,4,2,10.05,1,18.98,13,8,0,11.01
TRINITY_DN13303_c0_g1,12,1,9,5,11,20,14,1,0,14
TRINITY_DN17091_c0_g1,8,31,4,9,10,17,6,0,21,14
TRINITY_DN19970_c3_g51,14,13,8.04,26,13,20.44,6,0,0,9
TRINITY_DN22109_c0_g27,9.09,15.5,11.44,9.87,1.27,6.03,1,9,14.09,8.73
TRINITY_DN15844_c0_g1,17,43,12,3,1,14,2,0,19,0
TRINITY_DN23774_c3_g9,17.7,67.07,5,1,0,10,4.02,11.43,12,4
TRINITY_DN16801_c0_g1,29,38,9,12,11,19,3,0,9,9
TRINITY_DN9062_c0_g2,16.77,0,12.41,9.41,4,10.64,9,0,20,4.28
TRINITY_DN20613_c4_g1,16,7,10,2,3,12,8,55,10,5
TRINITY_DN22109_c0_g91,18.45,13.27,8.6,4.15,3,13.72,2.75,11.42,31.64,6.15
TRINITY_DN23379_c2_g6,27,15,7,1,1,26,7,19,12,3
TRINITY_DN23682_c1_g7,18,2.84,2.19,0,0,23,8,18,16,16
TRINITY_DN11640_c0_g1,23,27,9,16,8,44,2,7,5,10
TRINITY_DN19402_c0_g1,9,22,9,8,6,11,5,12,33,11
TRINITY_DN16893_c0_g3,24,17,6,13,6,15,3,0,6,10
TRINITY_DN17825_c0_g1,11,17,18,4,9,13,9,6,4,13
TRINITY_DN23681_c18_g41,0,0,15.31,52.96,0,57.74,63.01,0,29.25,0
TRINITY_DN23725_c11_g52,20.89,16.94,1.65,8.95,4.07,12.17,9.76,3.76,21.94,1.67
TRINITY_DN20648_c7_g5,11.7,3,6,5,6,8.78,20,28,12,14
TRINITY_DN22846_c6_g2,12,13,8,1,2,11,33,25,8,7
TRINITY_DN23482_c2_g48,8,11,3,5,5,7,23.64,107,12,12
TRINITY_DN2074_c0_g1,19,14,5,5,0,20,7,13,27,9
TRINITY_DN10454_c0_g2,16,15.91,8.21,13.59,3,15,9,3,19.72,4.94
TRINITY_DN19932_c1_g2,0.4,68,56,0.01,14,0,0.15,99,0,45
TRINITY_DN20766_c0_g1,4,6,13,9,4,5,13,26,12,14
TRINITY_DN22005_c2_g1,36,26,11,14,3,29,0,0,4,6
TRINITY_DN11597_c0_g1,14,10,4,18,3,12,3,0,19,3
TRINITY_DN20366_c2_g5,12,25,10,4,6,6,13,0,21,8
TRINITY_DN8053_c0_g2,16,22,5,16,3,8.02,25,7,0,12.69
TRINITY_DN82_c0_g1,13,8,11,7,1,17,9,33,9,12
TRINITY_DN23220_c3_g5,6,18,9,10,4,1,18,21,17,2
TRINITY_DN20975_c0_g1,14,8,3,10,6,10,9,57,24,5
TRINITY_DN23446_c2_g1,14,35,22,8,3,17,6,8,15,4
TRINITY_DN17935_c0_g1,10,25,14,8,9,17,18,5,8,1
TRINITY_DN19962_c0_g3,11,10,2,10,5,16,2,3,6,15
TRINITY_DN13371_c0_g1,3.33,15,5,10,4,10,0,0,9.36,10
TRINITY_DN13660_c0_g1,8,16,10,6,2,9,9,12,10,24
TRINITY_DN2822_c0_g1,24,10,7,4,4,23,7,1,41,11
TRINITY_DN13950_c0_g2,13,11,10,3,6,12,4,3,13,9
TRINITY_DN12817_c0_g1,20,11,6,5,4,17,6,7,15,15
TRINITY_DN19316_c1_g2,11,20.28,7.1,5,1.87,7,17,26,14.31,6
TRINITY_DN22258_c1_g8,19,5,7,4,4,15,8,10,16,29
TRINITY_DN21529_c0_g8,69,183,296,0,104,58,0,0,0,3
TRINITY_DN23089_c2_g1,17,4,2,2,1,23,10,15,7,13
TRINITY_DN23572_c5_g1,11,20,3,7,9,15,3,0,11,11
TRINITY_DN23561_c4_g14,10,15,9,13,1,10,1,0,9,18
TRINITY_DN21915_c5_g3,12.63,30.38,7,8,5.01,21.83,5,12,12.51,1
TRINITY_DN19429_c0_g2,20.58,4,2,1,1,18,10,2,19,12
TRINITY_DN6267_c0_g1,19,22,15,7,6,16,6,0,11,5
TRINITY_DN11322_c0_g2,12.31,5.1,3.22,10.27,8.36,12,10,0,10,8.55
TRINITY_DN23332_c4_g1,36,14,9,19,3,23,4,5,3,32
TRINITY_DN17187_c0_g1,3,10,10,4,2,4,15,12,22,3
TRINITY_DN11783_c0_g1,25,18,16,9,6,34,9,3,2,19
TRINITY_DN23745_c12_g26,0,10.01,9,14,0,0,6.98,15,18,29
TRINITY_DN11901_c0_g2,9.83,13.63,3.63,6.09,7,9.01,6.29,0,17.98,10.11
TRINITY_DN20413_c1_g1,7,20,10,8,5,19,7,3,28,16
TRINITY_DN6711_c0_g1,19,6,8,9,2,16,10,12,8,12
TRINITY_DN23586_c0_g11,5.29,19.15,7,23.15,2,9.25,13.52,6,16.77,6.28
TRINITY_DN22399_c0_g6,7,9,32,3,29,2.51,18,10,0,42
TRINITY_DN14580_c0_g1,13,15,6,7,1.18,16.17,9.53,4,13.6,7
TRINITY_DN21915_c5_g27,14.99,5.98,12,22,8.99,19,13,0,8.01,6
TRINITY_DN21095_c1_g2,7.46,0,0,2,0,16,9.87,17.03,19.86,11
TRINITY_DN23359_c1_g3,16,0,13,0,31,10,0,0,10.96,0
TRINITY_DN22678_c6_g1,17,21,4,8,6,21,4,0,11,11
TRINITY_DN21695_c0_g1,11.93,0,11.53,0,7.3,9.39,10.9,60,6.01,6
TRINITY_DN18308_c0_g1,12,2,5,5,1,20,17,15,15,9
TRINITY_DN8969_c0_g1,11,29,8,6,13,25,13,3,5,6
TRINITY_DN16791_c0_g2,11,10,7,6,4,11,14,0,19,4
TRINITY_DN11463_c0_g1,14,11,9,5,2,13,1,2,11,16
TRINITY_DN16490_c0_g1,4,13,13,7,4,7,10,14,11,9
TRINITY_DN22249_c2_g2,14,12,3,12,8,13,6,0,42,7.24
TRINITY_DN43305_c0_g1,8,34,18,20,8,15,5,0,14,9
TRINITY_DN14672_c0_g1,11,10,6,3,1,15,9,0,18,12
TRINITY_DN21277_c0_g1,11,7,14,7,8,12,5,65,12,9
TRINITY_DN17450_c1_g1,10.01,3.57,5.88,2.96,2.68,0,13.88,20,16.1,15.29
TRINITY_DN22618_c4_g39,9,0,11,0,0,11,45,0,41,28
TRINITY_DN48952_c0_g1,4,16,18,2,0,11,12,39,8,0
TRINITY_DN10099_c0_g1,23,6,8,14,0,33,17,2,7,10
TRINITY_DN20427_c0_g23,18,0,0,2.18,4.01,20,90,0,72,30
TRINITY_DN21158_c3_g39,6.03,3.77,5.96,11.14,0,11.61,16.43,23.85,10.71,3.88
TRINITY_DN22715_c0_g3,34,0,0,37,34,26,0,0,0,26
TRINITY_DN4501_c0_g2,61,41,3.02,29,10,77.64,0,0,0,0
TRINITY_DN16515_c1_g1,9,15,5,5,6,5,16,38,19,18
TRINITY_DN8979_c0_g2,0,0,0,36,50,0,77,36.14,0,21
TRINITY_DN18192_c0_g2,443,0,0,822,654,473,0,28,0,0
TRINITY_DN23619_c2_g5,41,0,0,0,0,51,17,22,23,0
TRINITY_DN22802_c4_g5,14.51,27.34,8.03,3.15,0,22.36,3.93,0,40.62,11.5
TRINITY_DN15187_c0_g7,10.31,4.96,2.48,0.35,1.68,27.77,9.9,0,15.32,120.05
TRINITY_DN11594_c0_g1,16,10,15,9,4,16,6,4,10,6
TRINITY_DN12369_c0_g1,8,13,12,1,4,11,9,23,18,2
TRINITY_DN23755_c10_g44,7,15.49,6,9.14,3,9,21,0,20,11
TRINITY_DN16295_c0_g1,14,1,12,9,9,16,11,32,7,8
TRINITY_DN21570_c1_g1,8,17,8,6,4,12,10,17,17,8
TRINITY_DN13102_c0_g1,29,22,6.54,7,5.95,33,2,4,22.81,10
TRINITY_DN23535_c2_g10,29.71,50.35,26.16,22.38,0,40,0,0,0,0
TRINITY_DN8622_c1_g1,13,5.22,4.17,2,1,25,27,9,55.56,13
TRINITY_DN21647_c1_g3,18,23,9,17,14,7,6,0,18,6
TRINITY_DN20893_c1_g3,15.52,9.55,0,10.52,2.15,12.92,12.11,1.55,8.31,2.2
TRINITY_DN14771_c0_g1,12,11,3,8,4,15,10,0,21,9
TRINITY_DN22752_c1_g23,207,1,0,119,0,257,382,0,104,0
TRINITY_DN16029_c0_g1,6,16,6,13,6,10,19,0,16,9
TRINITY_DN5020_c0_g1,13,7,2,7,2,14,15,11,8,18
TRINITY_DN22931_c1_g5,9,7,6,10,5,21,5,13,36,12
TRINITY_DN19550_c0_g1,16,21,9,5,5,23,4,1,15,10
TRINITY_DN21252_c2_g6,7,9,7,11,7,16,17,53,3,10
TRINITY_DN20964_c1_g3,11,11,6,1,2,17,1,42,14,6
TRINITY_DN18607_c0_g1,11,6,9,9,3,31,23,19,18,5
TRINITY_DN22838_c1_g1,26,16,9,7,7,15,7,98,11,5
TRINITY_DN23533_c2_g2,30,72,50,8,8,40,3,1,1,16
TRINITY_DN19604_c1_g2,14,18,8,6,6,11,6,0,10,10
TRINITY_DN9583_c0_g1,9,11,14,5,6,10,8,10,29,4
TRINITY_DN13456_c0_g3,26,75,8,8,5,45,16,3,66,4
TRINITY_DN23142_c5_g4,13,9,17,10,3,9,6,18,10,7
TRINITY_DN22308_c7_g3,11,15,5,5,1,15,16,0,13,5
TRINITY_DN10632_c0_g1,7,5.71,8,14,0,13,19,183,0,14
TRINITY_DN22678_c5_g1,15,17,8,12,9,10,5,2,6,12
TRINITY_DN14880_c0_g3,17,11,6.54,5,0,6.61,27,7,47.58,15
TRINITY_DN23414_c1_g19,31,76,45,0,0,21,14,0,0,0
TRINITY_DN13490_c0_g1,5,12,19,17,6,7,23,35,9,2
TRINITY_DN23433_c0_g1,129,1,82,6,1,158,47,0,0,111
TRINITY_DN13237_c0_g7,48,0,0,0,0,66,83,69,177,8.08
TRINITY_DN16261_c0_g1,7,17,27,6,12,10,28,6,7,1
TRINITY_DN17889_c0_g1,15,23,15,6,17,18,8,1,7,8
TRINITY_DN23572_c5_g20,9,6,9,16,4,8,26,106,11,12
TRINITY_DN22084_c0_g1,31,37,6,14,6,37,5,1,7,23
TRINITY_DN22864_c2_g21,11,6,4,9,6,16,16,31,9,26
TRINITY_DN8970_c0_g2,37.49,0,0,122.89,26.08,12.55,0,0,150.94,0
TRINITY_DN21803_c0_g9,4,11.78,8,9.58,2,5,14.84,0,13,12
TRINITY_DN21217_c0_g1,13,9,6,3,6,18,10,39,12,7
TRINITY_DN8425_c0_g1,8,62,17,13,1,14,5,0,53,2
TRINITY_DN2202_c0_g1,21.09,26.21,0,10.32,0,59.33,0,0,13.57,0
TRINITY_DN16609_c0_g1,12,17,12,12,4,9,7,6,37,6
TRINITY_DN16310_c0_g1,6,31,11,7,1,18,16,0,27,9
TRINITY_DN22276_c3_g1,15,13,2,13,0,18,0,1,10,5
TRINITY_DN19587_c0_g2,13,14,9,13,0,9,4,0,21,10
TRINITY_DN25214_c0_g1,9,11,3,10,12,14,12,5,0,8
TRINITY_DN20001_c1_g1,8,8,10,18,8,2,6,24,14,27
TRINITY_DN6732_c0_g1,26,0,1,6,5,35,19,26,12,9
TRINITY_DN17807_c0_g1,2,12,9,12,10,12,4,0,7,10
TRINITY_DN21615_c1_g3,7,15,12,12,10,15,7,0,8,7
TRINITY_DN19594_c0_g2,15,37,9,6,8,16,7,21,16,6
TRINITY_DN33584_c0_g1,12.39,18.82,2.39,0,0,27.56,1.89,0,27.71,20.71
TRINITY_DN20199_c0_g1,17,14,8,2,4,15,8,21,5,13
TRINITY_DN16980_c0_g1,13,7,0,5,0,17,18,2,13,13
TRINITY_DN13295_c0_g1,12,32,9,5,3,11,5,2,17,12
TRINITY_DN1395_c0_g1,17.96,13.63,3.32,4.47,3.09,14.45,1.58,0,11.32,9.51
TRINITY_DN50861_c0_g2,10.04,11,4,4,5,12.07,0.03,27,33,0
TRINITY_DN14287_c0_g1,30,15,6,10,5,11,2,0,15,6
TRINITY_DN23303_c1_g15,24,0,49,0,0,32,0,0,40,52
TRINITY_DN23465_c15_g2,5.25,0,6.44,18,15,8.07,19.83,149.1,9.63,0
TRINITY_DN19237_c0_g1,6,14,8,9,4,15,17,11,11,7
TRINITY_DN17920_c0_g3,24.76,26.51,15,8.05,9.86,23,8,0,8.15,6.53
TRINITY_DN21418_c6_g3,11,6,12,8,9,6,13,23,11,5
TRINITY_DN10416_c0_g2,7,11,12,8,6,6.62,16.82,20,11,4
TRINITY_DN23644_c3_g16,10,22,3,8.2,6.2,13,6,0,16,11
TRINITY_DN17608_c0_g2,9,6,13,3,0,10.98,12,26,0,11
TRINITY_DN10493_c0_g1,16,27,8,7.84,9.76,19,25,0,5.24,6
TRINITY_DN14379_c0_g1,11,9,11,9,11,17,17,8,5,1
TRINITY_DN21418_c0_g1,0,28.68,19.44,6.33,9.78,8.72,0,28.75,12.4,0
TRINITY_DN19584_c1_g1,10,19,9,12,3,9,12,36,3,7
TRINITY_DN22955_c7_g3,17.46,12.93,6,3.69,1,8.27,11.96,34.32,12.5,5.62
TRINITY_DN23313_c0_g14,5,18,8,17,19,19,9,0,12,3
TRINITY_DN21937_c0_g5,9,11,0,22,12,11,19,0,5,4
TRINITY_DN20032_c1_g10,6.26,31.91,7.64,22.03,0,26.18,30.84,0,5.41,13.94
TRINITY_DN18148_c0_g2,47,21,4,5,13,36,7,0,29,3
TRINITY_DN15680_c0_g1,18,16,8,4,4,25,18,7,3,10
TRINITY_DN12079_c0_g1,13,14,4,7,1,18,23,9,18,7
TRINITY_DN23578_c4_g27,10,327.8,31.18,10,6.57,8,6,2,192.75,0
TRINITY_DN21898_c2_g23,21,3,4,12,2,24,7,1,10,13
TRINITY_DN17829_c0_g1,10,5,12,7,5,12,32,11,9,0
TRINITY_DN16116_c1_g1,13,25,2,5,8,21,10,7,30,5
TRINITY_DN20645_c0_g1,6,16,6,21,5,13,13,0,13,2
TRINITY_DN11874_c0_g1,5,0,12,11,27,1,16,0,482,3
TRINITY_DN17369_c0_g3,8,30,5,12,9,24,4,7,50,12
TRINITY_DN12995_c0_g3,12,0,0,0,0,23,126,0,183,62
TRINITY_DN21302_c0_g10,23,9,2,4,1,25,10,11,38,7
TRINITY_DN21993_c0_g2,16.34,4.16,0,0.41,0,14.13,10.49,149.49,21.49,6.4
TRINITY_DN23327_c0_g1,9,10,7,14,7,21,5,3,18,15
TRINITY_DN20101_c0_g1,12,17,7,9,3,7,8,41,16,7
TRINITY_DN3664_c0_g1,13,4,0,27,43,11,0,0,1,1
TRINITY_DN22145_c4_g21,16.54,36.47,5.45,0,0,26.73,42.4,0,0,0
TRINITY_DN21780_c3_g3,5.79,20.27,16.36,2.77,4.92,9.17,8.72,0,12.13,3.46
TRINITY_DN16260_c0_g1,13,8,0,0,0,23,11,42,0,9
TRINITY_DN2672_c0_g1,6,14,20,7,6,5,22,18,4,4
TRINITY_DN21567_c8_g6,4,5,4,1,4,11,1,27.73,15,16
TRINITY_DN23461_c0_g17,16,0,0,0,0,16,10,27,0,5
TRINITY_DN22623_c1_g1,5,0,0,0,0,11,31,6,16,10
TRINITY_DN19701_c0_g1,14,16,2,1,0,33,2,5,13,2
TRINITY_DN22317_c5_g2,11,3,8,7,3,15,5,25,13,2
TRINITY_DN18482_c0_g1,10,16,3,3,0,11,8,0,7,13
TRINITY_DN22929_c4_g5,11.68,9,10,2,8,13,9,5,3,16
TRINITY_DN29508_c0_g1,4,13,10,13,4,7,7,0,17,5
TRINITY_DN13402_c0_g1,8,10,6,7,14,14,13,0,6,5
TRINITY_DN21979_c2_g1,0,0,0,11,0,0,74.7,31.38,26.01,0
TRINITY_DN18008_c0_g4,18,9,10,5,2,14,5,9,12,3
TRINITY_DN9944_c0_g1,4,18,19,8,12,4,7,6,29,5
TRINITY_DN23610_c1_g6,6.34,6,0,2,6,13.21,29.8,42.95,16.51,8.01
TRINITY_DN10076_c0_g1,10,16,11,8,6,8,16,9,9,5
TRINITY_DN21583_c0_g1,11.05,19,8,6,10,4,7,2,16.13,8
TRINITY_DN18502_c0_g1,5,11,11,1,5,11,16,8,8,2
TRINITY_DN7114_c0_g1,4,15,10,4,2,12,10,0,9,1
TRINITY_DN12764_c0_g1,12,1.29,8.59,11,6.26,19,2.65,0,3.87,20.5
TRINITY_DN9197_c0_g1,14,6,2,11,2,15,18,0,3,1
TRINITY_DN23794_c42_g23,53,12,4,19,3,51,2,0,2,5
TRINITY_DN22239_c1_g2,11,1,5,7,112,11,25,1,2,1
TRINITY_DN11142_c0_g1,16,13,3,1,1,10,0,0,12,5
TRINITY_DN22487_c2_g7,22,93.34,0,0,58,43,0,0,0,0
TRINITY_DN22833_c0_g1,32,33,8,8,9,23,7,4,17,9
TRINITY_DN22314_c5_g2,7.33,9.78,5.45,6.25,4.08,7.75,12.03,37.57,12.6,3.27
TRINITY_DN8581_c0_g1,2,17,3,11,11,4,10,0,7,6
TRINITY_DN16820_c0_g1,24,11,13,3,3,24,8,0,2,5
TRINITY_DN22426_c4_g1,6,7,7,10,50,9,23,52,5,0
TRINITY_DN12262_c0_g1,8,17,19,2,9,9,21,3,19,2
TRINITY_DN18534_c1_g3,7,4,16,20,12,12,7,3,5,8
TRINITY_DN21444_c1_g1,10,10,5,3,1,15,6,4,11,2
TRINITY_DN19139_c0_g3,5,1.05,12.06,14.24,18.46,7.64,15.84,2,1.05,8
TRINITY_DN19160_c1_g11,32,27,26,8,0,42,0,0,0,0
TRINITY_DN22691_c0_g5,11,15,10,2,3,4,15,4,5,3
TRINITY_DN11455_c0_g1,9,17,6,4,7,18,13,6,9,18
TRINITY_DN18346_c0_g2,7,3,4,11,2,9,10,16,13,3
TRINITY_DN22851_c2_g2,81,0,0,0,1,102,0,56,0,195.02
TRINITY_DN20257_c1_g1,34,71,0,0,31,26,0,0,0,0
TRINITY_DN6955_c0_g1,11,12,5,3,1,11,12,4,7,1
TRINITY_DN6615_c0_g1,5,14,14,9,4,20,10,4,6,9
TRINITY_DN16974_c0_g1,15,32,4,9,11,22,4,0,7,3
TRINITY_DN23505_c1_g9,11,8,3,2,2,6,17,44,16,2
TRINITY_DN23117_c2_g3,7,8,10,0,2,17,11,68.3,4,3
TRINITY_DN12379_c0_g1,14,3,1,0,1,15,3,2,27,12
TRINITY_DN20150_c0_g1,14,20,5,5,6,9,12,6,14,4
TRINITY_DN21292_c2_g1,10,7,6,3,1,10,13,1,10,7
TRINITY_DN14537_c0_g1,9,10,9,16,3,14,6,0,7,10
